epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/heat_loss,train/seed_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/heat_loss,val/seed_loss,lr/pg0,lr/pg1,lr/pg2
1,17.9917,3.68541,6.98324,5.52089,4.19976,0.8506,0.84211,0.84586,7e-05,0.09975,6e-05,2e-05,0,0,0,0,3.655,5.20333,4.72257,4.15764,0,0,0,0.00012495,0.00012495,0.00012495
2,30.6627,3.7295,6.74894,5.53291,4.1875,0.84375,0.8375,0.84141,0.00013,0.00721,0,0,0,0,0,0,3.65424,5.20323,4.71819,4.15331,0,0,0,0.000257804,0.000257804,0.000257804
3,43.5562,3.82867,5.73862,5.49731,4.16739,0.83513,0.82936,0.83382,7e-05,0.00619,0,0,0.0001,0.00698,0,0,3.65197,5.18047,4.70233,4.14242,0,0,0,0.000390218,0.000390218,0.000390218
4,56.3541,3.68171,5.42358,5.3877,4.13206,0.82115,0.81736,0.82255,0.0001,0.01199,1e-05,0,0.00014,0.00919,1e-05,0,3.64645,5.05341,4.667,4.12464,0,0,0,0.000522192,0.000522192,0.000522192
5,69.0628,3.71893,4.72631,5.34442,4.08241,0.80749,0.8046,0.81083,0.00019,0.0276,2e-05,1e-05,0.00015,0.01099,1e-05,0,3.65153,4.64017,4.60925,4.07964,0,0,0,0.000653727,0.000653727,0.000653727
6,81.7367,3.67586,4.43776,5.33443,4.0231,0.79359,0.79136,0.79811,0.00034,0.04378,0.00028,0.00011,0.00018,0.01282,0.00017,8e-05,3.6524,4.45965,4.62351,4.01219,0,0,0,0.000784821,0.000784821,0.000784821
7,94.5218,3.62178,4.48145,5.29282,3.97245,0.78022,0.77805,0.78531,0.00018,0.02378,2e-05,1e-05,0.00012,0.0122,1e-05,0,3.63154,4.59381,4.48892,3.97611,0,0,0,0.000824753,0.000824753,0.000824753
8,107.165,3.60989,4.39817,5.33736,3.8793,0.76669,0.76348,0.77118,7e-05,0.00823,2e-05,0,6e-05,0.00682,2e-05,1e-05,3.59375,4.79276,4.79767,3.9806,0,0,0,0.000823379,0.000823379,0.000823379
9,119.779,3.49327,4.41224,5.26347,3.84239,0.75223,0.74777,0.7557,0.00123,0.04066,0.00061,0.00024,0.00121,0.03846,0.00061,0.00024,3.55091,4.75197,4.61827,3.82125,0,0,0,0.000822004,0.000822004,0.000822004
10,132.638,3.40681,4.45167,5.16266,3.73826,0.73894,0.73481,0.74252,0.00025,0.0375,8e-05,2e-05,0.00015,0.01785,2e-05,0,3.37829,4.46136,4.49973,3.72878,0,0,0,0.00082063,0.00082063,0.00082063
11,145.365,3.34581,4.42999,5.17103,3.66598,0.7241,0.71841,0.72673,0.00038,0.04588,7e-05,2e-05,0.00021,0.02104,2e-05,0,3.2979,4.44401,4.38179,3.60491,0,0,0,0.000819255,0.000819255,0.000819255
12,158.382,3.25973,4.41832,5.04432,3.60402,0.70919,0.70427,0.71302,0.88857,0.0004,0.00037,8e-05,0.88857,0.0004,0.00034,6e-05,3.31102,4.39022,4.33624,3.57869,0,0,0,0.000817881,0.000817881,0.000817881
13,171.248,3.34646,4.33881,5.00803,3.5407,0.69572,0.69072,0.69957,0.00071,0.04347,0.00012,4e-05,0.00028,0.01966,5e-05,1e-05,3.25631,4.34811,4.4669,3.49165,0,0,0,0.000816507,0.000816507,0.000816507
14,184.198,3.38502,4.45954,5.03634,3.47682,0.68251,0.67712,0.68599,0.00068,0.03484,0.00013,3e-05,0.00082,0.0547,0.00053,9e-05,3.22388,4.31636,4.30732,3.44241,0,0,0,0.000815132,0.000815132,0.000815132
15,197.079,3.28593,4.33434,5.03838,3.46069,0.66976,0.66443,0.67341,0.00086,0.07092,0.00026,5e-05,0.00065,0.06151,0.00015,2e-05,3.1909,4.30777,4.15118,3.36052,0,0,0,0.000813758,0.000813758,0.000813758
16,209.789,3.23508,4.3493,4.95187,3.39269,0.65846,0.65338,0.66231,0.00248,0.04589,0.00108,0.00033,0.00093,0.02969,0.00029,9e-05,3.16915,4.32844,4.18795,3.30103,0,0,0,0.000812383,0.000812383,0.000812383
17,222.493,3.18172,4.32978,4.87078,3.38657,0.64683,0.64257,0.65106,0.00376,0.04407,0.00095,0.00026,0.00166,0.03228,0.00029,6e-05,3.14925,4.3041,4.31403,3.27937,0,0,0,0.000811009,0.000811009,0.000811009
18,235.458,3.12587,4.26583,4.83909,3.35394,0.63711,0.63248,0.64068,0.00247,0.04103,0.00041,5e-05,0.00029,0.02585,0.00012,2e-05,3.16089,4.27256,4.24303,3.31224,0,0,0,0.000809634,0.000809634,0.000809634
19,248.158,3.18291,4.39289,4.90209,3.29424,0.6281,0.62342,0.63141,0.00283,0.05432,0.00111,0.00021,0.0013,0.0345,0.00022,4e-05,3.10795,4.24547,4.12845,3.24099,0,0,0,0.00080826,0.00080826,0.00080826
20,260.682,3.05902,4.28709,4.93812,3.3476,0.62021,0.61518,0.62305,0.00064,0.04508,0.00022,6e-05,0.75444,0.0008,0.00072,0.00011,3.07597,4.26682,4.09968,3.23368,0,0,0,0.000806885,0.000806885,0.000806885
21,273.415,3.10439,4.2528,4.83925,3.26059,0.6132,0.60837,0.61584,0.00101,0.05132,0.00063,0.00019,0.62877,0.00095,0.00042,0.0001,3.05618,4.26743,4.04133,3.19736,0,0,0,0.000805511,0.000805511,0.000805511
22,286.06,3.06293,4.23697,4.79382,3.21764,0.60656,0.60156,0.60888,0.8806,0.0014,0.00096,0.00025,0.87926,0.001,0.00058,0.00011,3.04629,4.25223,4.0727,3.1974,0,0,0,0.000804137,0.000804137,0.000804137
23,298.72,3.05228,4.31438,4.80057,3.20994,0.60007,0.59552,0.60256,0.87811,0.00161,0.00103,0.00031,0.87777,0.0014,0.00047,7e-05,3.02904,4.27763,4.07507,3.17326,0,0,0,0.000802762,0.000802762,0.000802762
24,311.474,3.01156,4.28563,4.77165,3.23493,0.59435,0.58944,0.59622,0.75243,0.00261,0.00077,0.00018,0.75271,0.00301,0.00033,5e-05,3.02665,4.25923,4.18114,3.1679,0,0,0,0.000801388,0.000801388,0.000801388
25,324.234,3.06356,4.31479,4.77876,3.21748,0.5887,0.5838,0.59014,0.00206,0.06193,0.00181,0.00042,0.00189,0.05031,0.00092,0.00014,3.02934,4.26342,4.03607,3.13159,0,0,0,0.000800013,0.000800013,0.000800013
26,337.203,3.00964,4.30588,4.71455,3.18758,0.58398,0.57895,0.58513,0.00738,0.07274,0.00179,0.00041,0.6276,0.01144,0.00111,0.00018,2.98569,4.26005,4.04032,3.09734,0,0,0,0.000798639,0.000798639,0.000798639
27,350.27,3.0182,4.31585,4.59146,3.10354,0.57885,0.5742,0.57993,0.00289,0.06473,0.00135,0.00027,0.88077,0.00562,0.0008,0.00017,2.961,4.21577,4.01,3.07904,0,0,0,0.000797264,0.000797264,0.000797264
28,362.939,2.98058,4.33889,4.62239,3.13361,0.57517,0.56987,0.57541,0.75392,0.01425,0.00138,0.00032,0.75371,0.01124,0.00148,0.00036,2.96676,4.20911,3.93461,3.06874,0,0,0,0.00079589,0.00079589,0.00079589
