epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/heat_loss,train/seed_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/heat_loss,val/seed_loss,lr/pg0,lr/pg1,lr/pg2
1,174.515,3.86083,6.7949,5.84576,4.20207,0.40679,0.83703,0.85707,0.00013,0.01254,1e-05,0,0.00014,0.0117,1e-05,0,3.81177,5.00949,5.03475,4.14281,nan,0,0,0.000274475,0.000274475,0.000274475
2,340.821,3.73614,5.15425,5.42684,4.11845,0.37109,0.81135,0.82897,0.00013,0.00838,1e-05,0,0.0001,0.00678,1e-05,0,3.82562,6.02174,4.95888,4.07759,nan,0,0,0.000551231,0.000551231,0.000551231
3,506.815,3.69753,4.66178,5.35334,3.95117,0.32018,0.77163,0.78866,0.00015,0.01336,3e-05,1e-05,0.00021,0.01291,2e-05,0,nan,nan,nan,nan,nan,0,0,0.00082707,0.00082707,0.00082707
4,672.183,3.45048,4.58795,5.1169,3.68461,0.26926,0.72648,0.74219,0.00024,0.0193,4e-05,1e-05,0.00025,0.01615,2e-05,0,nan,nan,nan,nan,nan,0,0,0.000828877,0.000828877,0.000828877
5,838.852,3.24339,4.50561,4.84546,3.45166,0.24795,0.68301,0.69822,0.0004,0.02602,7e-05,1e-05,0.00022,0.01811,4e-05,1e-05,3.16063,4.48813,4.70472,3.30656,nan,0,0,0.000827502,0.000827502,0.000827502
6,1003.88,3.06551,4.39887,4.76237,3.30116,0.23369,0.64283,0.6568,0.00063,0.08161,0.00023,4e-05,0.87616,0.00237,0.00014,2e-05,3.09929,4.4308,4.30307,3.25212,nan,0,0,0.000826128,0.000826128,0.000826128
7,1169.41,2.96342,4.40938,4.61668,3.20447,0.22068,0.60822,0.6201,0.25174,0.00894,0.0004,8e-05,0.62581,0.00601,0.0003,5e-05,2.9897,4.39835,4.27012,3.13266,nan,0,0,0.000824753,0.000824753,0.000824753
8,1334.88,2.95936,4.32633,4.57945,3.12526,0.2023,0.58147,0.59126,0.75299,0.00411,0.00036,7e-05,0.75307,0.00348,0.00024,4e-05,nan,nan,nan,nan,nan,0,0,0.000823379,0.000823379,0.000823379
9,1499.87,2.89323,4.27203,4.47533,3.02239,0.19574,0.56151,0.56971,0.76423,0.0038,0.00137,0.0003,0.76578,0.00404,0.0012,0.00023,nan,nan,nan,nan,nan,0,0,0.000822004,0.000822004,0.000822004
10,1665.36,2.83743,4.28715,4.45783,3.00526,0.19249,0.54759,0.55445,0.62916,0.00538,0.00084,0.00019,0.62959,0.00538,0.00065,0.00012,nan,nan,nan,nan,nan,0,0,0.00082063,0.00082063,0.00082063
